Commodity,CommodityPrice,ItemPrice,Client,MonthDate,ASItemNo,Description,ContractType,ExpirationDate,Spend,L2 Category,L3 Category
Pork Bellies,170.25,82.208595,McAlister's Deli,01/03/14,3413591,Thick Cut Applewood Smoked PC Bacon,Pre SD,01/03/15,5023116.37,Protein,Pork
Pork Bellies,188.9,87.503773,McAlister's Deli,01/04/14,3413591,Thick Cut Applewood Smoked PC Bacon,Pre SD,01/03/15,5023116.37,Protein,Pork
Pork Bellies,147.4,90.050358,McAlister's Deli,01/05/14,3413591,Thick Cut Applewood Smoked PC Bacon,Pre SD,01/03/15,5023116.37,Protein,Pork
Pork Bellies,158.1,88.268119,McAlister's Deli,01/06/14,3413591,Thick Cut Applewood Smoked PC Bacon,Pre SD,01/03/15,5023116.37,Protein,Pork
Pork Bellies,165.72,85.075773,McAlister's Deli,01/07/14,3413591,Thick Cut Applewood Smoked PC Bacon,Pre SD,01/03/15,5023116.37,Protein,Pork
Pork Bellies,124.35,83.921388,McAlister's Deli,01/08/14,3413591,Thick Cut Applewood Smoked PC Bacon,Pre SD,01/03/15,5023116.37,Protein,Pork
Pork Bellies,105.775,83.902182,McAlister's Deli,01/09/14,3413591,Thick Cut Applewood Smoked PC Bacon,Pre SD,01/03/15,5023116.37,Protein,Pork
Pork Bellies,112.24,78.889466,McAlister's Deli,01/10/14,3413591,Thick Cut Applewood Smoked PC Bacon,Pre SD,01/03/15,5023116.37,Protein,Pork
Pork Bellies,97.55,76.405608,McAlister's Deli,01/11/14,3413591,Thick Cut Applewood Smoked PC Bacon,Pre SD,01/03/15,5023116.37,Protein,Pork
Pork Bellies,100.225,76.405608,McAlister's Deli,01/12/14,3413591,Thick Cut Applewood Smoked PC Bacon,Pre SD,01/03/15,5023116.37,Protein,Pork
Pork Bellies,104.3,68.801816,McAlister's Deli,01/01/15,3413591,Thick Cut Applewood Smoked PC Bacon,Contract,01/03/16,4964754.61,Protein,Pork
Pork Bellies,91.55,66.86339,McAlister's Deli,01/02/15,3413591,Thick Cut Applewood Smoked PC Bacon,Contract,01/03/16,4964754.61,Protein,Pork
Pork Bellies,74.95,66.925747,McAlister's Deli,01/03/15,3413591,Thick Cut Applewood Smoked PC Bacon,Contract,01/03/16,4964754.61,Protein,Pork
Pork Bellies,67.76,64.244797,McAlister's Deli,01/04/15,3413591,Thick Cut Applewood Smoked PC Bacon,Contract,01/03/16,4964754.61,Protein,Pork
Pork Bellies,77.925,64.247628,McAlister's Deli,01/05/15,3413591,Thick Cut Applewood Smoked PC Bacon,Contract,01/03/16,4964754.61,Protein,Pork
Pork Bellies,103.45,64.252709,McAlister's Deli,01/06/15,3413591,Thick Cut Applewood Smoked PC Bacon,Contract,01/03/16,4964754.61,Protein,Pork
Pork Bellies,136.44,53.512365,McAlister's Deli,01/07/15,3413591,Thick Cut Applewood Smoked PC Bacon,Contract,01/03/16,4964754.61,Protein,Pork
Pork Bellies,171.45,53.434677,McAlister's Deli,01/08/15,3413591,Thick Cut Applewood Smoked PC Bacon,Contract,01/03/16,4964754.61,Protein,Pork
Pork Bellies,161.75,53.464724,McAlister's Deli,01/09/15,3413591,Thick Cut Applewood Smoked PC Bacon,Contract,01/03/16,4964754.61,Protein,Pork
Pork Bellies,160.48,81.985946,McAlister's Deli,01/10/15,3413591,Thick Cut Applewood Smoked PC Bacon,Contract,01/03/16,4964754.61,Protein,Pork
Pork Bellies,122.325,82.053059,McAlister's Deli,01/11/15,3413591,Thick Cut Applewood Smoked PC Bacon,Contract,01/03/16,4964754.61,Protein,Pork
Pork Bellies,109.68,82.032057,McAlister's Deli,01/12/15,3413591,Thick Cut Applewood Smoked PC Bacon,Contract,01/03/16,4964754.61,Protein,Pork
Pork Bellies,114.05,82.019569,McAlister's Deli,01/01/16,3413591,Thick Cut Applewood Smoked PC Bacon,Contract,01/06/16,4965081.81,Protein,Pork
Pork Bellies,126.6,81.984535,McAlister's Deli,01/02/16,3413591,Thick Cut Applewood Smoked PC Bacon,Contract,01/06/16,4965081.81,Protein,Pork
Pork Bellies,132.84,81.980874,McAlister's Deli,01/03/16,3413591,Thick Cut Applewood Smoked PC Bacon,Contract,01/06/16,4965081.81,Protein,Pork
Pork Bellies,129,73.463943,McAlister's Deli,01/04/16,3413591,Thick Cut Applewood Smoked PC Bacon,Contract,01/06/16,4965081.81,Protein,Pork
Beef Round Primal,2.1804,61.684001,McAlister's Deli,01/01/14,2467277,"ROAST BEEF, BLACK ANGUS",Contract,01/01/15,7108767.23,Protein,Beef
Beef Round Primal,2.079,59.291936,McAlister's Deli,01/02/14,2467277,"ROAST BEEF, BLACK ANGUS",Contract,01/01/15,7108767.23,Protein,Beef
Beef Round Primal,2.251,67.287593,McAlister's Deli,01/03/14,2467277,"ROAST BEEF, BLACK ANGUS",Contract,01/01/15,7108767.23,Protein,Beef
Beef Round Primal,1.971,68.085535,McAlister's Deli,01/04/14,2467277,"ROAST BEEF, BLACK ANGUS",Contract,01/01/15,7108767.23,Protein,Beef
Beef Round Primal,1.851,72.987035,McAlister's Deli,01/05/14,2467277,"ROAST BEEF, BLACK ANGUS",Contract,01/01/15,7108767.23,Protein,Beef
Beef Round Primal,1.8712,67.757937,McAlister's Deli,01/06/14,2467277,"ROAST BEEF, BLACK ANGUS",Contract,01/01/15,7108767.23,Protein,Beef
Beef Round Primal,2.2256,62.56382,McAlister's Deli,01/07/14,2467277,"ROAST BEEF, BLACK ANGUS",Contract,01/01/15,7108767.23,Protein,Beef
Beef Round Primal,2.4422,63.446048,McAlister's Deli,01/08/14,2467277,"ROAST BEEF, BLACK ANGUS",Contract,01/01/15,7108767.23,Protein,Beef
Beef Round Primal,2.2338,71.996577,McAlister's Deli,01/09/14,2467277,"ROAST BEEF, BLACK ANGUS",Contract,01/01/15,7108767.23,Protein,Beef
Beef Round Primal,2.3204,72.831914,McAlister's Deli,01/10/14,2467277,"ROAST BEEF, BLACK ANGUS",Contract,01/01/15,7108767.23,Protein,Beef
Beef Round Primal,2.2793,72.075231,McAlister's Deli,01/11/14,2467277,"ROAST BEEF, BLACK ANGUS",Contract,01/01/15,7108767.23,Protein,Beef
Beef Round Primal,2.3418,72.075231,McAlister's Deli,01/12/14,2467277,"ROAST BEEF, BLACK ANGUS",Contract,01/01/15,7108767.23,Protein,Beef
Beef Round Primal,2.3956,5.514181,McAlister's Deli,01/01/15,2467277,"ROAST BEEF, BLACK ANGUS",Contract,01/02/16,8397177.91,Protein,Beef
Beef Round Primal,2.2447,5.445698,McAlister's Deli,01/02/15,2467277,"ROAST BEEF, BLACK ANGUS",Contract,01/02/16,8397177.91,Protein,Beef
Beef Round Primal,2.2504,5.345889,McAlister's Deli,01/03/15,2467277,"ROAST BEEF, BLACK ANGUS",Contract,01/02/16,8397177.91,Protein,Beef
Beef Round Primal,2.1908,5.383749,McAlister's Deli,01/04/15,2467277,"ROAST BEEF, BLACK ANGUS",Contract,01/02/16,8397177.91,Protein,Beef
Beef Round Primal,2.1861,5.30616,McAlister's Deli,01/05/15,2467277,"ROAST BEEF, BLACK ANGUS",Contract,01/02/16,8397177.91,Protein,Beef
Beef Round Primal,2.1997,5.327483,McAlister's Deli,01/06/15,2467277,"ROAST BEEF, BLACK ANGUS",Contract,01/02/16,8397177.91,Protein,Beef
Beef Round Primal,2.1998,5.435453,McAlister's Deli,01/07/15,2467277,"ROAST BEEF, BLACK ANGUS",Contract,01/02/16,8397177.91,Protein,Beef
Beef Round Primal,2.228,5.451959,McAlister's Deli,01/08/15,2467277,"ROAST BEEF, BLACK ANGUS",Contract,01/02/16,8397177.91,Protein,Beef
Beef Round Primal,2.0897,5.398691,McAlister's Deli,01/09/15,2467277,"ROAST BEEF, BLACK ANGUS",Contract,01/02/16,8397177.91,Protein,Beef
Beef Round Primal,1.8888,5.491016,McAlister's Deli,01/10/15,2467277,"ROAST BEEF, BLACK ANGUS",Contract,01/02/16,8397177.91,Protein,Beef
Beef Round Primal,1.797,4.932241,McAlister's Deli,01/11/15,2467277,"ROAST BEEF, BLACK ANGUS",Contract,01/02/16,8397177.91,Protein,Beef
Beef Round Primal,1.7187,4.556913,McAlister's Deli,01/12/15,2467277,"ROAST BEEF, BLACK ANGUS",Contract,01/02/16,8397177.91,Protein,Beef
Beef Round Primal,2.1548,4.366823,McAlister's Deli,01/01/16,2467277,"ROAST BEEF, BLACK ANGUS",Contract,01/05/16,8397528.3,Protein,Beef
Beef Round Primal,2.0435,4.171799,McAlister's Deli,01/02/16,2467277,"ROAST BEEF, BLACK ANGUS",Contract,01/05/16,8397528.3,Protein,Beef
Beef Round Primal,1.8145,4.937152,McAlister's Deli,01/03/16,2467277,"ROAST BEEF, BLACK ANGUS",Contract,01/05/16,8397528.3,Protein,Beef
Beef Round Primal,1.7465,4.900071,McAlister's Deli,01/04/16,2467277,"ROAST BEEF, BLACK ANGUS",Contract,01/05/16,8397528.3,Protein,Beef
Turkey Breast,216,40.602554,McAlister's Deli,01/01/14,3835698,Smoked Turkey Breast,Contract,01/12/15,5964814.77,Protein,Turkey
Turkey Breast,216.15,40.703935,McAlister's Deli,01/02/14,3835698,Smoked Turkey Breast,Contract,01/12/15,5964814.77,Protein,Turkey
Turkey Breast,242,40.759397,McAlister's Deli,01/03/14,3835698,Smoked Turkey Breast,Contract,01/12/15,5964814.77,Protein,Turkey
Turkey Breast,321.4375,41.193614,McAlister's Deli,01/04/14,3835698,Smoked Turkey Breast,Contract,01/12/15,5964814.77,Protein,Turkey
Turkey Breast,354.76,40.952057,McAlister's Deli,01/05/14,3835698,Smoked Turkey Breast,Contract,01/12/15,5964814.77,Protein,Turkey
Turkey Breast,372,40.972105,McAlister's Deli,01/06/14,3835698,Smoked Turkey Breast,Contract,01/12/15,5964814.77,Protein,Turkey
Turkey Breast,400.35,41.784463,McAlister's Deli,01/07/14,3835698,Smoked Turkey Breast,Contract,01/12/15,5964814.77,Protein,Turkey
Turkey Breast,405,42.621966,McAlister's Deli,01/08/14,3835698,Smoked Turkey Breast,Contract,01/12/15,5964814.77,Protein,Turkey
Turkey Breast,405,42.463506,McAlister's Deli,01/09/14,3835698,Smoked Turkey Breast,Contract,01/12/15,5964814.77,Protein,Turkey
Turkey Breast,397.8,40.879194,McAlister's Deli,01/10/14,3835698,Smoked Turkey Breast,Contract,01/12/15,5964814.77,Protein,Turkey
Turkey Breast,392,40.587264,McAlister's Deli,01/11/14,3835698,Smoked Turkey Breast,Contract,01/12/15,5964814.77,Protein,Turkey
Turkey Breast,385.6675,40.587264,McAlister's Deli,01/12/14,3835698,Smoked Turkey Breast,Contract,01/12/15,5964814.77,Protein,Turkey
Turkey Breast,352.75,2.175917,McAlister's Deli,01/01/15,3835698,Smoked Turkey Breast,Contract,01/12/16,7325714.88,Protein,Turkey
Turkey Breast,309,2.187149,McAlister's Deli,01/02/15,3835698,Smoked Turkey Breast,Contract,01/12/16,7325714.88,Protein,Turkey
Turkey Breast,293.1,2.199115,McAlister's Deli,01/03/15,3835698,Smoked Turkey Breast,Contract,01/12/16,7325714.88,Protein,Turkey
Turkey Breast,308.04,2.210246,McAlister's Deli,01/04/15,3835698,Smoked Turkey Breast,Contract,01/12/16,7325714.88,Protein,Turkey
Turkey Breast,375,2.223809,McAlister's Deli,01/05/15,3835698,Smoked Turkey Breast,Contract,01/12/16,7325714.88,Protein,Turkey
Turkey Breast,444,2.225463,McAlister's Deli,01/06/15,3835698,Smoked Turkey Breast,Contract,01/12/16,7325714.88,Protein,Turkey
Turkey Breast,519.25,2.225284,McAlister's Deli,01/07/15,3835698,Smoked Turkey Breast,Contract,01/12/16,7325714.88,Protein,Turkey
Turkey Breast,563.75,2.225204,McAlister's Deli,01/08/15,3835698,Smoked Turkey Breast,Contract,01/12/16,7325714.88,Protein,Turkey
Turkey Breast,571,2.223474,McAlister's Deli,01/09/15,3835698,Smoked Turkey Breast,Contract,01/12/16,7325714.88,Protein,Turkey
Turkey Breast,579.2,2.221713,McAlister's Deli,01/10/15,3835698,Smoked Turkey Breast,Contract,01/12/16,7325714.88,Protein,Turkey
Turkey Breast,585,2.220925,McAlister's Deli,01/11/15,3835698,Smoked Turkey Breast,Contract,01/12/16,7325714.88,Protein,Turkey
Turkey Breast,573.25,2.220657,McAlister's Deli,01/12/15,3835698,Smoked Turkey Breast,Contract,01/12/16,7325714.88,Protein,Turkey
Turkey Breast,525.25,2.503105,McAlister's Deli,01/01/16,3835698,Smoked Turkey Breast,Contract,01/12/16,7325998.51,Protein,Turkey
Turkey Breast,381.75,2.508727,McAlister's Deli,01/02/16,3835698,Smoked Turkey Breast,Contract,01/12/16,7325998.51,Protein,Turkey
Turkey Breast,325,2.508792,McAlister's Deli,01/03/16,3835698,Smoked Turkey Breast,Contract,01/12/16,7325998.51,Protein,Turkey
Turkey Breast,261.25,2.510663,McAlister's Deli,01/04/16,3835698,Smoked Turkey Breast,Contract,01/12/16,7325998.51,Protein,Turkey
CME Cheese,2.1979,46.294702,McAlister's Deli,01/01/14,3893296,"CHEESE, CHEDDAR MILD SHRED FEATHER PLASTIC YELLOW",Contract,01/01/15,3585355.29,Dairy,Cheese
CME Cheese,2.1894,49.056087,McAlister's Deli,01/02/14,3893296,"CHEESE, CHEDDAR MILD SHRED FEATHER PLASTIC YELLOW",Contract,01/01/15,3585355.29,Dairy,Cheese
CME Cheese,2.3539,54.537399,McAlister's Deli,01/03/14,3893296,"CHEESE, CHEDDAR MILD SHRED FEATHER PLASTIC YELLOW",Contract,01/01/15,3585355.29,Dairy,Cheese
CME Cheese,2.2612,54.229058,McAlister's Deli,01/04/14,3893296,"CHEESE, CHEDDAR MILD SHRED FEATHER PLASTIC YELLOW",Contract,01/01/15,3585355.29,Dairy,Cheese
CME Cheese,2.0326,56.875828,McAlister's Deli,01/05/14,3893296,"CHEESE, CHEDDAR MILD SHRED FEATHER PLASTIC YELLOW",Contract,01/01/15,3585355.29,Dairy,Cheese
CME Cheese,2.0249,56.224193,McAlister's Deli,01/06/14,3893296,"CHEESE, CHEDDAR MILD SHRED FEATHER PLASTIC YELLOW",Contract,01/01/15,3585355.29,Dairy,Cheese
CME Cheese,1.9879,52.624297,McAlister's Deli,01/07/14,3893296,"CHEESE, CHEDDAR MILD SHRED FEATHER PLASTIC YELLOW",Contract,01/01/15,3585355.29,Dairy,Cheese
CME Cheese,2.1911,49.870361,McAlister's Deli,01/08/14,3893296,"CHEESE, CHEDDAR MILD SHRED FEATHER PLASTIC YELLOW",Contract,01/01/15,3585355.29,Dairy,Cheese
CME Cheese,2.363,49.66219,McAlister's Deli,01/09/14,3893296,"CHEESE, CHEDDAR MILD SHRED FEATHER PLASTIC YELLOW",Contract,01/01/15,3585355.29,Dairy,Cheese
CME Cheese,2.1952,52.748008,McAlister's Deli,01/10/14,3893296,"CHEESE, CHEDDAR MILD SHRED FEATHER PLASTIC YELLOW",Contract,01/01/15,3585355.29,Dairy,Cheese
CME Cheese,1.9276,54.194682,McAlister's Deli,01/11/14,3893296,"CHEESE, CHEDDAR MILD SHRED FEATHER PLASTIC YELLOW",Contract,01/01/15,3585355.29,Dairy,Cheese
CME Cheese,1.6029,54.194682,McAlister's Deli,01/12/14,3893296,"CHEESE, CHEDDAR MILD SHRED FEATHER PLASTIC YELLOW",Contract,01/01/15,3585355.29,Dairy,Cheese
CME Cheese,1.5205,48.149572,McAlister's Deli,01/01/15,3893296,"Cheese, Cheddar/Jack 50/50 Shred, Feather",Contract,01/02/16,3669072.49,Dairy,Cheese
CME Cheese,1.5383,41.496341,McAlister's Deli,01/02/15,3893296,"Cheese, Cheddar/Jack 50/50 Shred, Feather",Contract,01/02/16,3669072.49,Dairy,Cheese
CME Cheese,1.553,38.887736,McAlister's Deli,01/03/15,3893296,"Cheese, Cheddar/Jack 50/50 Shred, Feather",Contract,01/02/16,3669072.49,Dairy,Cheese
CME Cheese,1.5881,40.388411,McAlister's Deli,01/04/15,3893296,"Cheese, Cheddar/Jack 50/50 Shred, Feather",Contract,01/02/16,3669072.49,Dairy,Cheese
CME Cheese,1.6356,41.115441,McAlister's Deli,01/05/15,3893296,"Cheese, Cheddar/Jack 50/50 Shred, Feather",Contract,01/02/16,3669072.49,Dairy,Cheese
CME Cheese,1.7134,41.487837,McAlister's Deli,01/06/15,3893296,"Cheese, Cheddar/Jack 50/50 Shred, Feather",Contract,01/02/16,3669072.49,Dairy,Cheese
CME Cheese,1.6609,43.423344,McAlister's Deli,01/07/15,3893296,"Cheese, Cheddar/Jack 50/50 Shred, Feather",Contract,01/02/16,3669072.49,Dairy,Cheese
CME Cheese,1.7101,43.558222,McAlister's Deli,01/08/15,3893296,"Cheese, Cheddar/Jack 50/50 Shred, Feather",Contract,01/02/16,3669072.49,Dairy,Cheese
CME Cheese,1.6703,43.639549,McAlister's Deli,01/09/15,3893296,"Cheese, Cheddar/Jack 50/50 Shred, Feather",Contract,01/02/16,3669072.49,Dairy,Cheese
CME Cheese,1.6629,43.876842,McAlister's Deli,01/10/15,3893296,"Cheese, Cheddar/Jack 50/50 Shred, Feather",Contract,01/02/16,3669072.49,Dairy,Cheese
CME Cheese,1.6159,43.56959,McAlister's Deli,01/11/15,3893296,"Cheese, Cheddar/Jack 50/50 Shred, Feather",Contract,01/02/16,3669072.49,Dairy,Cheese
CME Cheese,1.4636,43.842478,McAlister's Deli,01/12/15,3893296,"Cheese, Cheddar/Jack 50/50 Shred, Feather",Contract,01/02/16,3669072.49,Dairy,Cheese
CME Cheese,1.4757,41.610765,McAlister's Deli,01/01/16,3893296,"CHEESE, CHEDDAR/JACK 50/50 SHRED, FEATHER",Contract,01/05/16,3669249.69,Dairy,Cheese
CME Cheese,1.4749,41.743966,McAlister's Deli,01/02/16,3893296,"CHEESE, CHEDDAR/JACK 50/50 SHRED, FEATHER",Contract,01/05/16,3669249.69,Dairy,Cheese
CME Cheese,1.4867,41.737294,McAlister's Deli,01/03/16,3893296,"CHEESE, CHEDDAR/JACK 50/50 SHRED, FEATHER",Contract,01/05/16,3669249.69,Dairy,Cheese
CME Cheese,1.4169,41.776869,McAlister's Deli,01/04/16,3893296,"CHEESE, CHEDDAR/JACK 50/50 SHRED, FEATHER",Contract,01/05/16,3669249.69,Dairy,Cheese
PPI Food,205.4639,36.847379,McAlister's Deli,01/01/15,4498882,"SOUP, BROCCOLI CHEESE",Contract,01/03/16,2086217.46,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Food,205.8361,36.58836,McAlister's Deli,01/02/15,4498882,"SOUP, BROCCOLI CHEESE",Contract,01/03/16,2086217.46,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Food,206.1583,39.13,McAlister's Deli,01/03/15,4498882,"SOUP, BROCCOLI CHEESE",Contract,01/03/16,2086217.46,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Food,206.45,37.165963,McAlister's Deli,01/04/15,4498882,"SOUP, BROCCOLI CHEESE",Contract,01/03/16,2086217.46,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Food,206.825,36.892926,McAlister's Deli,01/05/15,4498882,"SOUP, BROCCOLI CHEESE",Contract,01/03/16,2086217.46,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Food,207.2139,37.126697,McAlister's Deli,01/06/15,4498882,"SOUP, BROCCOLI CHEESE",Contract,01/03/16,2086217.46,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Food,207.5389,37.153688,McAlister's Deli,01/07/15,4498882,"SOUP, BROCCOLI CHEESE",Contract,01/03/16,2086217.46,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Food,207.85,37.142064,McAlister's Deli,01/08/15,4498882,"SOUP, BROCCOLI CHEESE",Contract,01/03/16,2086217.46,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Food,208.125,37.154228,McAlister's Deli,01/09/15,4498882,"SOUP, BROCCOLI CHEESE",Contract,01/03/16,2086217.46,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Food,208.3167,34.746403,McAlister's Deli,01/10/15,4498882,"SOUP, BROCCOLI CHEESE",Contract,01/03/16,2086217.46,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Food,208.4861,34.733441,McAlister's Deli,01/11/15,4498882,"SOUP, BROCCOLI CHEESE",Contract,01/03/16,2086217.46,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Food,208.5889,34.650607,McAlister's Deli,01/12/15,4498882,"SOUP, BROCCOLI CHEESE",Contract,01/03/16,2086217.46,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Food,208.6932,34.447587,McAlister's Deli,01/01/16,4498882,"SOUP, BROCCOLI CHEESE",Contract,01/06/16,2086283.6,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Food,208.8381,34.423535,McAlister's Deli,01/02/16,4498882,"SOUP, BROCCOLI CHEESE",Contract,01/06/16,2086283.6,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Food,208.9518,34.4564,McAlister's Deli,01/03/16,4498882,"SOUP, BROCCOLI CHEESE",Contract,01/06/16,2086283.6,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Food,209.1179,34.487868,McAlister's Deli,01/04/16,4498882,"SOUP, BROCCOLI CHEESE",Contract,01/06/16,2086283.6,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Cups/Containers,244.4,34.535196,McAlister's Deli,01/01/14,3874742,"CUP, 32OZ MCALISTERS KC32",Contract,01/01/15,2725950.28,Packaging & Paper,Cups
PPI Cups/Containers,245,34.538505,McAlister's Deli,01/02/14,3874742,"CUP, 32OZ MCALISTERS KC32",Contract,01/01/15,2725950.28,Packaging & Paper,Cups
PPI Cups/Containers,244.8,34.53848,McAlister's Deli,01/03/14,3874742,"CUP, 32OZ MCALISTERS KC32",Contract,01/01/15,2725950.28,Packaging & Paper,Cups
PPI Cups/Containers,245.1,34.964538,McAlister's Deli,01/04/14,3874742,"CUP, 32OZ MCALISTERS KC32",Contract,01/01/15,2725950.28,Packaging & Paper,Cups
PPI Cups/Containers,245.7,34.811255,McAlister's Deli,01/05/14,3874742,"CUP, 32OZ MCALISTERS KC32",Contract,01/01/15,2725950.28,Packaging & Paper,Cups
PPI Cups/Containers,245.7,34.200012,McAlister's Deli,01/06/14,3874742,"CUP, 32OZ MCALISTERS KC32",Contract,01/01/15,2725950.28,Packaging & Paper,Cups
PPI Cups/Containers,245.7,21.497525,McAlister's Deli,01/07/14,3874742,"CUP, 32OZ MCALISTERS KC32",Contract,01/01/15,2725950.28,Packaging & Paper,Cups
PPI Cups/Containers,245.7,33.83,McAlister's Deli,01/08/14,3874742,"CUP, 32OZ MCALISTERS KC32",Contract,01/01/15,2725950.28,Packaging & Paper,Cups
PPI Cups/Containers,246,33.608432,McAlister's Deli,01/09/14,3874742,"CUP, 32OZ MCALISTERS KC32",Contract,01/01/15,2725950.28,Packaging & Paper,Cups
PPI Cups/Containers,245.6,33.552203,McAlister's Deli,01/10/14,3874742,"CUP, 32OZ MCALISTERS KC32",Contract,01/01/15,2725950.28,Packaging & Paper,Cups
PPI Cups/Containers,247.9,33.567602,McAlister's Deli,01/11/14,3874742,"CUP, 32OZ MCALISTERS KC32",Contract,01/01/15,2725950.28,Packaging & Paper,Cups
PPI Cups/Containers,248.5,33.567602,McAlister's Deli,01/12/14,3874742,"CUP, 32OZ MCALISTERS KC32",Contract,01/01/15,2725950.28,Packaging & Paper,Cups
PPI Cups/Containers,248.1,33.847815,McAlister's Deli,01/01/15,3874742,"CUP, 32OZ MCALISTERS KC32",Contract,01/04/16,3764479.95,Packaging & Paper,Cups
PPI Cups/Containers,248,32.758348,McAlister's Deli,01/02/15,3874742,"CUP, 32OZ MCALISTERS KC32",Contract,01/04/16,3764479.95,Packaging & Paper,Cups
PPI Cups/Containers,247.8,32.090532,McAlister's Deli,01/03/15,3874742,"CUP, 32OZ MCALISTERS KC32",Contract,01/04/16,3764479.95,Packaging & Paper,Cups
PPI Cups/Containers,247.6,32.261208,McAlister's Deli,01/04/15,3874742,"CUP, 32OZ MCALISTERS KC32",Contract,01/04/16,3764479.95,Packaging & Paper,Cups
PPI Cups/Containers,247.4,30.622002,McAlister's Deli,01/05/15,3874742,"CUP, 32OZ MCALISTERS KC32",Contract,01/04/16,3764479.95,Packaging & Paper,Cups
PPI Cups/Containers,247.6,30.611933,McAlister's Deli,01/06/15,3874742,"CUP, 32OZ MCALISTERS KC32",Contract,01/04/16,3764479.95,Packaging & Paper,Cups
PPI Cups/Containers,247.6,30.622522,McAlister's Deli,01/07/15,3874742,"CUP, 32OZ MCALISTERS KC32",Contract,01/04/16,3764479.95,Packaging & Paper,Cups
PPI Cups/Containers,246.7,32.237792,McAlister's Deli,01/08/15,3874742,"CUP, 32OZ MCALISTERS KC32",Contract,01/04/16,3764479.95,Packaging & Paper,Cups
PPI Cups/Containers,246.9,32.240879,McAlister's Deli,01/09/15,3874742,"CUP, 32OZ MCALISTERS KC32",Contract,01/04/16,3764479.95,Packaging & Paper,Cups
