Commodity,CommodityPrice,ItemPrice,Client,MonthDate,ASItemNo,Description,ContractType,ExpirationDate,Spend,L2 Category,L3 Category
KC Wheat (HRW),630.85,24.026315,Auntie Anne's,01/01/14,4401833,"MIX, PRETZEL ORIG",Client Contr,01/03/15,8699129.89,Grains Doughs & Batters,Batters & Base Mixes
KC Wheat (HRW),664.6875,24.026315,Auntie Anne's,01/02/14,4401833,"MIX, PRETZEL ORIG",Client Contr,01/03/15,8699129.89,Grains Doughs & Batters,Batters & Base Mixes
KC Wheat (HRW),737.3125,24.026315,Auntie Anne's,01/03/14,4401833,"MIX, PRETZEL ORIG",Client Contr,01/03/15,8699129.89,Grains Doughs & Batters,Batters & Base Mixes
KC Wheat (HRW),744.875,24.852778,Auntie Anne's,01/04/14,4401833,"MIX, PRETZEL ORIG",Client Contr,01/03/15,8699129.89,Grains Doughs & Batters,Batters & Base Mixes
KC Wheat (HRW),786.3,24.914207,Auntie Anne's,01/05/14,4401833,"MIX, PRETZEL ORIG",Client Contr,01/03/15,8699129.89,Grains Doughs & Batters,Batters & Base Mixes
KC Wheat (HRW),718.6875,24.921708,Auntie Anne's,01/06/14,4401833,"MIX, PRETZEL ORIG",Client Contr,01/03/15,8699129.89,Grains Doughs & Batters,Batters & Base Mixes
KC Wheat (HRW),656,25.002325,Auntie Anne's,01/07/14,4401833,"MIX, PRETZEL ORIG",Client Contr,01/03/15,8699129.89,Grains Doughs & Batters,Batters & Base Mixes
KC Wheat (HRW),625.6875,24.768718,Auntie Anne's,01/08/14,4401833,"MIX, PRETZEL ORIG",Client Contr,01/03/15,8699129.89,Grains Doughs & Batters,Batters & Base Mixes
KC Wheat (HRW),598.775,24.646036,Auntie Anne's,01/09/14,4401833,"MIX, PRETZEL ORIG",Client Contr,01/03/15,8699129.89,Grains Doughs & Batters,Batters & Base Mixes
KC Wheat (HRW),584.4,24.460318,Auntie Anne's,01/10/14,4401833,"MIX, PRETZEL ORIG",Client Contr,01/03/15,8699129.89,Grains Doughs & Batters,Batters & Base Mixes
KC Wheat (HRW),592.8125,24.07701,Auntie Anne's,01/11/14,4401833,"MIX, PRETZEL ORIG",Client Contr,01/03/15,8699129.89,Grains Doughs & Batters,Batters & Base Mixes
KC Wheat (HRW),652.0625,24.026315,Auntie Anne's,01/12/14,4401833,"MIX, PRETZEL ORIG",Client Contr,01/03/15,8699129.89,Grains Doughs & Batters,Batters & Base Mixes
KC Wheat (HRW),601.55,23.769564,Auntie Anne's,01/01/15,4401833,PRETZEL MIX ORGNL,Client Contr,01/03/16,12718793.85,Grains Doughs & Batters,Batters & Base Mixes
KC Wheat (HRW),548.1875,23.745067,Auntie Anne's,01/02/15,4401833,PRETZEL MIX ORGNL,Client Contr,01/03/16,12718793.85,Grains Doughs & Batters,Batters & Base Mixes
KC Wheat (HRW),546.4375,24.010095,Auntie Anne's,01/03/15,4401833,PRETZEL MIX ORGNL,Client Contr,01/03/16,12718793.85,Grains Doughs & Batters,Batters & Base Mixes
KC Wheat (HRW),536.1,23.907782,Auntie Anne's,01/04/15,4401833,PRETZEL MIX ORGNL,Client Contr,01/03/16,12718793.85,Grains Doughs & Batters,Batters & Base Mixes
KC Wheat (HRW),521.625,23.845695,Auntie Anne's,01/05/15,4401833,PRETZEL MIX ORGNL,Client Contr,01/03/16,12718793.85,Grains Doughs & Batters,Batters & Base Mixes
KC Wheat (HRW),519.875,23.851502,Auntie Anne's,01/06/15,4401833,PRETZEL MIX ORGNL,Client Contr,01/03/16,12718793.85,Grains Doughs & Batters,Batters & Base Mixes
KC Wheat (HRW),551.2,23.757817,Auntie Anne's,01/07/15,4401833,PRETZEL MIX ORGNL,Client Contr,01/03/16,12718793.85,Grains Doughs & Batters,Batters & Base Mixes
KC Wheat (HRW),487.875,23.732018,Auntie Anne's,01/08/15,4401833,PRETZEL MIX ORGNL,Client Contr,01/03/16,12718793.85,Grains Doughs & Batters,Batters & Base Mixes
KC Wheat (HRW),481.875,23.717551,Auntie Anne's,01/09/15,4401833,PRETZEL MIX ORGNL,Client Contr,01/03/16,12718793.85,Grains Doughs & Batters,Batters & Base Mixes
KC Wheat (HRW),492.35,23.643616,Auntie Anne's,01/10/15,4401833,PRETZEL MIX ORGNL,Client Contr,01/03/16,12718793.85,Grains Doughs & Batters,Batters & Base Mixes
KC Wheat (HRW),472.1875,23.644294,Auntie Anne's,01/11/15,4401833,PRETZEL MIX ORGNL,Client Contr,01/03/16,12718793.85,Grains Doughs & Batters,Batters & Base Mixes
KC Wheat (HRW),471.85,23.635808,Auntie Anne's,01/12/15,4401833,PRETZEL MIX ORGNL,Client Contr,01/03/16,12718793.85,Grains Doughs & Batters,Batters & Base Mixes
KC Wheat (HRW),465.8125,23.320671,Auntie Anne's,01/01/16,4401833,"MIX, PRETZEL ORIG",Client Contr,NULL,12719313.05,Grains Doughs & Batters,Batters & Base Mixes
KC Wheat (HRW),454.1875,23.185539,Auntie Anne's,01/02/16,4401833,"MIX, PRETZEL ORIG",Client Contr,NULL,12719313.05,Grains Doughs & Batters,Batters & Base Mixes
KC Wheat (HRW),471.3,23.444252,Auntie Anne's,01/03/16,4401833,"MIX, PRETZEL ORIG",Client Contr,NULL,12719313.05,Grains Doughs & Batters,Batters & Base Mixes
KC Wheat (HRW),461.5625,23.444252,Auntie Anne's,01/04/16,4401833,"MIX, PRETZEL ORIG",Client Contr,NULL,12719313.05,Grains Doughs & Batters,Batters & Base Mixes
Beef 50s,1.1484,111.67,Auntie Anne's,01/01/14,4401975,"HOT DOG, MINI COCKTAIL DOGS",Contract,01/03/15,6200991.04,Protein,Meat Products
Beef 50s,1.24,106.777221,Auntie Anne's,01/02/14,4401975,"HOT DOG, MINI COCKTAIL DOGS",Contract,01/03/15,6200991.04,Protein,Meat Products
Beef 50s,1.615,106.776905,Auntie Anne's,01/03/14,4401975,"HOT DOG, MINI COCKTAIL DOGS",Contract,01/03/15,6200991.04,Protein,Meat Products
Beef 50s,1.3762,108.783884,Auntie Anne's,01/04/14,4401975,"HOT DOG, MINI COCKTAIL DOGS",Contract,01/03/15,6200991.04,Protein,Meat Products
Beef 50s,1.3661,123.733072,Auntie Anne's,01/05/14,4401975,"HOT DOG, MINI COCKTAIL DOGS",Contract,01/03/15,6200991.04,Protein,Meat Products
Beef 50s,1.3638,126.420342,Auntie Anne's,01/06/14,4401975,"HOT DOG, MINI COCKTAIL DOGS",Contract,01/03/15,6200991.04,Protein,Meat Products
Beef 50s,1.4368,121.901237,Auntie Anne's,01/07/14,4401975,"HOT DOG, MINI COCKTAIL DOGS",Contract,01/03/15,6200991.04,Protein,Meat Products
Beef 50s,1.5327,113.722281,Auntie Anne's,01/08/14,4401975,"HOT DOG, MINI COCKTAIL DOGS",Contract,01/03/15,6200991.04,Protein,Meat Products
Beef 50s,1.3002,113.094301,Auntie Anne's,01/09/14,4401975,"HOT DOG, MINI COCKTAIL DOGS",Contract,01/03/15,6200991.04,Protein,Meat Products
Beef 50s,1.1978,123.687807,Auntie Anne's,01/10/14,4401975,"HOT DOG, MINI COCKTAIL DOGS",Contract,01/03/15,6200991.04,Protein,Meat Products
Beef 50s,1.2598,130.828518,Auntie Anne's,01/11/14,4401975,"HOT DOG, MINI COCKTAIL DOGS",Contract,01/03/15,6200991.04,Protein,Meat Products
Beef 50s,1.1292,130.836675,Auntie Anne's,01/12/14,4401975,"HOT DOG, MINI COCKTAIL DOGS",Contract,01/03/15,6200991.04,Protein,Meat Products
Beef 50s,1.391,130.447836,Auntie Anne's,01/01/15,4401975,"HOT DOG, MINI COCKTAIL DOGS",Contract,01/03/16,8984980.68,Protein,Meat Products
Beef 50s,1.0802,117.27333,Auntie Anne's,01/02/15,4401975,"HOT DOG, MINI COCKTAIL DOGS",Contract,01/03/16,8984980.68,Protein,Meat Products
Beef 50s,0.9825,114.718512,Auntie Anne's,01/03/15,4401975,"HOT DOG, MINI COCKTAIL DOGS",Contract,01/03/16,8984980.68,Protein,Meat Products
Beef 50s,1.276,109.629473,Auntie Anne's,01/04/15,4401975,"HOT DOG, MINI COCKTAIL DOGS",Contract,01/03/16,8984980.68,Protein,Meat Products
Beef 50s,1.0825,106.424659,Auntie Anne's,01/05/15,4401975,"HOT DOG, MINI COCKTAIL DOGS",Contract,01/03/16,8984980.68,Protein,Meat Products
Beef 50s,0.9469,106.410976,Auntie Anne's,01/06/15,4401975,"HOT DOG, MINI COCKTAIL DOGS",Contract,01/03/16,8984980.68,Protein,Meat Products
Beef 50s,0.7514,107.65413,Auntie Anne's,01/07/15,4401975,"HOT DOG, MINI COCKTAIL DOGS",Contract,01/03/16,8984980.68,Protein,Meat Products
Beef 50s,0.7902,106.928185,Auntie Anne's,01/08/15,4401975,"HOT DOG, MINI COCKTAIL DOGS",Contract,01/03/16,8984980.68,Protein,Meat Products
Beef 50s,0.6413,107.145367,Auntie Anne's,01/09/15,4401975,"HOT DOG, MINI COCKTAIL DOGS",Contract,01/03/16,8984980.68,Protein,Meat Products
Beef 50s,0.581,99.331805,Auntie Anne's,01/10/15,4401975,"HOT DOG, MINI COCKTAIL DOGS",Contract,01/03/16,8984980.68,Protein,Meat Products
Beef 50s,0.5878,97.966027,Auntie Anne's,01/11/15,4401975,"HOT DOG, MINI COCKTAIL DOGS",Contract,01/03/16,8984980.68,Protein,Meat Products
Beef 50s,0.4975,96.809381,Auntie Anne's,01/12/15,4401975,"HOT DOG, MINI COCKTAIL DOGS",Contract,01/03/16,8984980.68,Protein,Meat Products
Beef 50s,0.8063,82.072377,Auntie Anne's,01/01/16,4401975,"HOT DOG, MINI COCKTAIL DOGS",Contract,01/06/16,8986233.75,Protein,Meat Products
Beef 50s,0.6065,79.704682,Auntie Anne's,01/02/16,4401975,"HOT DOG, MINI COCKTAIL DOGS",Contract,01/06/16,8986233.75,Protein,Meat Products
Beef 50s,1.0765,79.381204,Auntie Anne's,01/03/16,4401975,"HOT DOG, MINI COCKTAIL DOGS",Contract,01/06/16,8986233.75,Protein,Meat Products
Beef 50s,0.8776,89.539401,Auntie Anne's,01/04/16,4401975,"HOT DOG, MINI COCKTAIL DOGS",Contract,01/06/16,8986233.75,Protein,Meat Products
CME Butter,1.7514,75.006371,Carvel,01/01/14,4385473,"ICE CREAM MIX, VANILLA",Pre SD,01/12/21,7467798.49,Confections & Desserts,Frozen Desserts
CME Butter,1.8033,75.552156,Carvel,01/02/14,4385473,"ICE CREAM MIX, VANILLA",Pre SD,01/12/21,7467798.49,Confections & Desserts,Frozen Desserts
CME Butter,1.9102,74.664693,Carvel,01/03/14,4385473,"ICE CREAM MIX, VANILLA",Pre SD,01/12/21,7467798.49,Confections & Desserts,Frozen Desserts
CME Butter,1.9391,70.500242,Carvel,01/04/14,4385473,"ICE CREAM MIX, VANILLA",Pre SD,01/12/21,7467798.49,Confections & Desserts,Frozen Desserts
CME Butter,2.1461,56.155112,Carvel,01/05/14,4385473,"ICE CREAM MIX, VANILLA",Pre SD,01/12/21,7467798.49,Confections & Desserts,Frozen Desserts
CME Butter,2.2511,55.107164,Carvel,01/06/14,4385473,"ICE CREAM MIX, VANILLA",Pre SD,01/12/21,7467798.49,Confections & Desserts,Frozen Desserts
CME Butter,2.4603,56.057811,Carvel,01/07/14,4385473,"ICE CREAM MIX, VANILLA",Pre SD,01/12/21,7467798.49,Confections & Desserts,Frozen Desserts
CME Butter,2.6009,56.740276,Carvel,01/08/14,4385473,"ICE CREAM MIX, VANILLA",Pre SD,01/12/21,7467798.49,Confections & Desserts,Frozen Desserts
CME Butter,2.9677,59.826863,Carvel,01/09/14,4385473,"ICE CREAM MIX, VANILLA",Pre SD,01/12/21,7467798.49,Confections & Desserts,Frozen Desserts
CME Butter,2.3671,60.544442,Carvel,01/10/14,4385473,"ICE CREAM MIX, VANILLA",Pre SD,01/12/21,7467798.49,Confections & Desserts,Frozen Desserts
CME Butter,1.9964,60.724467,Carvel,01/11/14,4385473,"ICE CREAM MIX, VANILLA",Pre SD,01/12/21,7467798.49,Confections & Desserts,Frozen Desserts
CME Butter,1.7834,60.724467,Carvel,01/12/14,4385473,"ICE CREAM MIX, VANILLA",Pre SD,01/12/21,7467798.49,Confections & Desserts,Frozen Desserts
CME Butter,1.5667,60.566998,Carvel,01/01/15,4385473,"ICE CREAM MIX, VANILLA",Contract,01/02/16,10698013.95,Confections & Desserts,Frozen Desserts
CME Butter,1.7272,60.906722,Carvel,01/02/15,4385473,"ICE CREAM MIX, VANILLA",Contract,01/02/16,10698013.95,Confections & Desserts,Frozen Desserts
CME Butter,1.7123,60.611477,Carvel,01/03/15,4385473,"ICE CREAM MIX, VANILLA",Contract,01/02/16,10698013.95,Confections & Desserts,Frozen Desserts
CME Butter,1.7926,56.430809,Carvel,01/04/15,4385473,"ICE CREAM MIX, VANILLA",Contract,01/02/16,10698013.95,Confections & Desserts,Frozen Desserts
CME Butter,1.9425,55.585009,Carvel,01/05/15,4385473,"ICE CREAM MIX, VANILLA",Contract,01/02/16,10698013.95,Confections & Desserts,Frozen Desserts
CME Butter,1.91,51.090547,Carvel,01/06/15,4385473,"ICE CREAM MIX, VANILLA",Contract,01/02/16,10698013.95,Confections & Desserts,Frozen Desserts
CME Butter,1.9077,52.8346,Carvel,01/07/15,4385473,"ICE CREAM MIX, VANILLA",Contract,01/02/16,10698013.95,Confections & Desserts,Frozen Desserts
CME Butter,2.1444,52.713128,Carvel,01/08/15,4385473,"ICE CREAM MIX, VANILLA",Contract,01/02/16,10698013.95,Confections & Desserts,Frozen Desserts
CME Butter,2.6338,54.050599,Carvel,01/09/15,4385473,"ICE CREAM MIX, VANILLA",Contract,01/02/16,10698013.95,Confections & Desserts,Frozen Desserts
CME Butter,2.4641,55.063734,Carvel,01/10/15,4385473,"ICE CREAM MIX, VANILLA",Contract,01/02/16,10698013.95,Confections & Desserts,Frozen Desserts
CME Butter,2.879,54.998698,Carvel,01/11/15,4385473,"ICE CREAM MIX, VANILLA",Contract,01/02/16,10698013.95,Confections & Desserts,Frozen Desserts
CME Butter,2.3311,55.130766,Carvel,01/12/15,4385473,"ICE CREAM MIX, VANILLA",Contract,01/02/16,10698013.95,Confections & Desserts,Frozen Desserts
CME Butter,2.1225,55.033787,Carvel,01/01/16,4385473,"ICE CREAM MIX, VANILLA",Contract,01/05/16,10698013.95,Confections & Desserts,Frozen Desserts
CME Butter,2.0883,54.970745,Carvel,01/02/16,4385473,"ICE CREAM MIX, VANILLA",Contract,01/05/16,10698013.95,Confections & Desserts,Frozen Desserts
CME Butter,1.9597,55.487443,Carvel,01/03/16,4385473,"ICE CREAM MIX, VANILLA",Contract,01/05/16,10698013.95,Confections & Desserts,Frozen Desserts
CME Butter,2.0611,54.214802,Carvel,01/04/16,4385473,"ICE CREAM MIX, VANILLA",Contract,01/05/16,10698013.95,Confections & Desserts,Frozen Desserts
MPLS Wheat (HRS),617.9,35.33601,Cinnabon,01/01/14,3282471,"ZT FTO Classic Rolls, V5, 60/8oz",Contract,01/03/15,5525607.47,Grains Doughs & Batters,Muffins
MPLS Wheat (HRS),656.6875,35.342435,Cinnabon,01/02/14,3282471,"ZT FTO Classic Rolls, V5, 60/8oz",Contract,01/03/15,5525607.47,Grains Doughs & Batters,Muffins
MPLS Wheat (HRS),735.625,35.36192,Cinnabon,01/03/14,3282471,"ZT FTO Classic Rolls, V5, 60/8oz",Contract,01/03/15,5525607.47,Grains Doughs & Batters,Muffins
MPLS Wheat (HRS),716.6875,35.738508,Cinnabon,01/04/14,3282471,"ZT FTO Classic Rolls, V5, 60/8oz",Contract,01/03/15,5525607.47,Grains Doughs & Batters,Muffins
MPLS Wheat (HRS),757.25,35.724635,Cinnabon,01/05/14,3282471,"ZT FTO Classic Rolls, V5, 60/8oz",Contract,01/03/15,5525607.47,Grains Doughs & Batters,Muffins
MPLS Wheat (HRS),686.125,35.607135,Cinnabon,01/06/14,3282471,"ZT FTO Classic Rolls, V5, 60/8oz",Contract,01/03/15,5525607.47,Grains Doughs & Batters,Muffins
MPLS Wheat (HRS),630.25,35.250298,Cinnabon,01/07/14,3282471,"ZT FTO Classic Rolls, V5, 60/8oz",Contract,01/03/15,5525607.47,Grains Doughs & Batters,Muffins
MPLS Wheat (HRS),621.125,35.117934,Cinnabon,01/08/14,3282471,"ZT FTO Classic Rolls, V5, 60/8oz",Contract,01/03/15,5525607.47,Grains Doughs & Batters,Muffins
MPLS Wheat (HRS),577.5,35.170971,Cinnabon,01/09/14,3282471,"ZT FTO Classic Rolls, V5, 60/8oz",Contract,01/03/15,5525607.47,Grains Doughs & Batters,Muffins
MPLS Wheat (HRS),564.9,35.339593,Cinnabon,01/10/14,3282471,"ZT FTO Classic Rolls, V5, 60/8oz",Contract,01/03/15,5525607.47,Grains Doughs & Batters,Muffins
MPLS Wheat (HRS),583.375,35.336144,Cinnabon,01/11/14,3282471,"ZT FTO Classic Rolls, V5, 60/8oz",Contract,01/03/15,5525607.47,Grains Doughs & Batters,Muffins
MPLS Wheat (HRS),631.0625,35.356482,Cinnabon,01/12/14,3282471,"ZT FTO Classic Rolls, V5, 60/8oz",Contract,01/03/15,5525607.47,Grains Doughs & Batters,Muffins
MPLS Wheat (HRS),589.75,35.092322,Cinnabon,01/01/15,3282471,"ZT FTO Classic Rolls, V5, 60/8oz",Contract,01/03/16,6365523.46,Grains Doughs & Batters,Muffins
MPLS Wheat (HRS),571.9375,34.891696,Cinnabon,01/02/15,3282471,"ZT FTO Classic Rolls, V5, 60/8oz",Contract,01/03/16,6365523.46,Grains Doughs & Batters,Muffins
MPLS Wheat (HRS),572.875,34.743096,Cinnabon,01/03/15,3282471,"ZT FTO Classic Rolls, V5, 60/8oz",Contract,01/03/16,6365523.46,Grains Doughs & Batters,Muffins
MPLS Wheat (HRS),559.5,33.745872,Cinnabon,01/04/15,3282471,"ZT FTO Classic Rolls, V5, 60/8oz",Contract,01/03/16,6365523.46,Grains Doughs & Batters,Muffins
MPLS Wheat (HRS),548,33.484801,Cinnabon,01/05/15,3282471,"ZT FTO Classic Rolls, V5, 60/8oz",Contract,01/03/16,6365523.46,Grains Doughs & Batters,Muffins
MPLS Wheat (HRS),556.75,33.383479,Cinnabon,01/06/15,3282471,"ZT FTO Classic Rolls, V5, 60/8oz",Contract,01/03/16,6365523.46,Grains Doughs & Batters,Muffins
MPLS Wheat (HRS),585.7,33.651249,Cinnabon,01/07/15,3282471,"ZT FTO Classic Rolls, V5, 60/8oz",Contract,01/03/16,6365523.46,Grains Doughs & Batters,Muffins
MPLS Wheat (HRS),517.25,33.831911,Cinnabon,01/08/15,3282471,"ZT FTO Classic Rolls, V5, 60/8oz",Contract,01/03/16,6365523.46,Grains Doughs & Batters,Muffins
MPLS Wheat (HRS),503.9375,33.77952,Cinnabon,01/09/15,3282471,"ZT FTO Classic Rolls, V5, 60/8oz",Contract,01/03/16,6365523.46,Grains Doughs & Batters,Muffins
MPLS Wheat (HRS),522.944,33.726794,Cinnabon,01/10/15,3282471,"ZT FTO Classic Rolls, V5, 60/8oz",Contract,01/03/16,6365523.46,Grains Doughs & Batters,Muffins
MPLS Wheat (HRS),509.3125,33.582302,Cinnabon,01/11/15,3282471,"ZT FTO Classic Rolls, V5, 60/8oz",Contract,01/03/16,6365523.46,Grains Doughs & Batters,Muffins
MPLS Wheat (HRS),506.85,33.750368,Cinnabon,01/12/15,3282471,"ZT FTO Classic Rolls, V5, 60/8oz",Contract,01/03/16,6365523.46,Grains Doughs & Batters,Muffins
MPLS Wheat (HRS),493.5,33.633642,Cinnabon,01/01/16,3282471,"ZT FTO CLASSIC ROLLS, V5, 60/8 OZ",Contract,01/06/16,6463526.09,Grains Doughs & Batters,Doughs
MPLS Wheat (HRS),491.375,33.520959,Cinnabon,01/02/16,3282471,"ZT FTO CLASSIC ROLLS, V5, 60/8 OZ",Contract,01/06/16,6463526.09,Grains Doughs & Batters,Doughs
MPLS Wheat (HRS),508.55,33.455904,Cinnabon,01/03/16,3282471,"ZT FTO CLASSIC ROLLS, V5, 60/8 OZ",Contract,01/06/16,6463526.09,Grains Doughs & Batters,Doughs
MPLS Wheat (HRS),523.75,32.660154,Cinnabon,01/04/16,3282471,"ZT FTO CLASSIC ROLLS, V5, 60/8 OZ",Contract,01/06/16,6463526.09,Grains Doughs & Batters,Doughs
PPI Seeds and Nuts,216.7,132.134782,Cinnabon,01/01/14,2002474,"Pecans Pieces, Med, Oil Roasted & Salted, 30LB",Pre SD,01/01/16,326345.73,Processed Produce & Nuts,Nuts
PPI Seeds and Nuts,215.8,146.388636,Cinnabon,01/02/14,2002474,"Pecans Pieces, Med, Oil Roasted & Salted, 30LB",Pre SD,01/01/16,326345.73,Processed Produce & Nuts,Nuts
PPI Seeds and Nuts,220.6,134.04923,Cinnabon,01/03/14,2002474,"Pecans Pieces, Med, Oil Roasted & Salted, 30LB",Pre SD,01/01/16,326345.73,Processed Produce & Nuts,Nuts
PPI Seeds and Nuts,220.8,131.354673,Cinnabon,01/04/14,2002474,"Pecans Pieces, Med, Oil Roasted & Salted, 30LB",Pre SD,01/01/16,326345.73,Processed Produce & Nuts,Nuts
PPI Seeds and Nuts,220.5,134.071969,Cinnabon,01/05/14,2002474,"Pecans Pieces, Med, Oil Roasted & Salted, 30LB",Pre SD,01/01/16,326345.73,Processed Produce & Nuts,Nuts
PPI Seeds and Nuts,220.8,129.479289,Cinnabon,01/06/14,2002474,"Pecans Pieces, Med, Oil Roasted & Salted, 30LB",Pre SD,01/01/16,326345.73,Processed Produce & Nuts,Nuts
PPI Seeds and Nuts,221.2,132.655247,Cinnabon,01/07/14,2002474,"Pecans Pieces, Med, Oil Roasted & Salted, 30LB",Pre SD,01/01/16,326345.73,Processed Produce & Nuts,Nuts
PPI Seeds and Nuts,221.9,134.518669,Cinnabon,01/08/14,2002474,"Pecans Pieces, Med, Oil Roasted & Salted, 30LB",Pre SD,01/01/16,326345.73,Processed Produce & Nuts,Nuts
PPI Seeds and Nuts,223.1,136.13035,Cinnabon,01/09/14,2002474,"Pecans Pieces, Med, Oil Roasted & Salted, 30LB",Pre SD,01/01/16,326345.73,Processed Produce & Nuts,Nuts
PPI Seeds and Nuts,229.4,132.839478,Cinnabon,01/10/14,2002474,"Pecans Pieces, Med, Oil Roasted & Salted, 30LB",Pre SD,01/01/16,326345.73,Processed Produce & Nuts,Nuts
PPI Seeds and Nuts,230.9,132.817258,Cinnabon,01/11/14,2002474,"Pecans Pieces, Med, Oil Roasted & Salted, 30LB",Pre SD,01/01/16,326345.73,Processed Produce & Nuts,Nuts
PPI Seeds and Nuts,230,132.144904,Cinnabon,01/12/14,2002474,"Pecans Pieces, Med, Oil Roasted & Salted, 30LB",Pre SD,01/01/16,326345.73,Processed Produce & Nuts,Nuts
PPI Seeds and Nuts,231.7,131.472042,Cinnabon,01/01/15,2002474,"Pecans Pieces, Med, Oil Roasted & Salted, 30LB",Contract,01/02/16,1175336.77,Processed Produce & Nuts,Nuts
PPI Seeds and Nuts,236.2,138.179304,Cinnabon,01/02/15,2002474,"Pecans Pieces, Med, Oil Roasted & Salted, 30LB",Contract,01/02/16,1175336.77,Processed Produce & Nuts,Nuts
PPI Seeds and Nuts,235.6,139.291032,Cinnabon,01/03/15,2002474,"Pecans Pieces, Med, Oil Roasted & Salted, 30LB",Contract,01/02/16,1175336.77,Processed Produce & Nuts,Nuts
PPI Seeds and Nuts,238,138.730317,Cinnabon,01/04/15,2002474,"Pecans Pieces, Med, Oil Roasted & Salted, 30LB",Contract,01/02/16,1175336.77,Processed Produce & Nuts,Nuts
PPI Seeds and Nuts,237.8,139.917251,Cinnabon,01/05/15,2002474,"Pecans Pieces, Med, Oil Roasted & Salted, 30LB",Contract,01/02/16,1175336.77,Processed Produce & Nuts,Nuts
PPI Seeds and Nuts,238.1,140.312635,Cinnabon,01/06/15,2002474,"Pecans Pieces, Med, Oil Roasted & Salted, 30LB",Contract,01/02/16,1175336.77,Processed Produce & Nuts,Nuts
PPI Seeds and Nuts,238.5,140.372589,Cinnabon,01/07/15,2002474,"Pecans Pieces, Med, Oil Roasted & Salted, 30LB",Contract,01/02/16,1175336.77,Processed Produce & Nuts,Nuts
PPI Seeds and Nuts,238.4,139.868778,Cinnabon,01/08/15,2002474,"Pecans Pieces, Med, Oil Roasted & Salted, 30LB",Contract,01/02/16,1175336.77,Processed Produce & Nuts,Nuts
PPI Seeds and Nuts,236.2,140.05008,Cinnabon,01/09/15,2002474,"Pecans Pieces, Med, Oil Roasted & Salted, 30LB",Contract,01/02/16,1175336.77,Processed Produce & Nuts,Nuts
PPI Seeds and Nuts,238.8,140.164421,Cinnabon,01/10/15,2002474,"Pecans Pieces, Med, Oil Roasted & Salted, 30LB",Contract,01/02/16,1175336.77,Processed Produce & Nuts,Nuts
PPI Seeds and Nuts,237.5,139.979072,Cinnabon,01/11/15,2002474,"Pecans Pieces, Med, Oil Roasted & Salted, 30LB",Contract,01/02/16,1175336.77,Processed Produce & Nuts,Nuts
PPI Seeds and Nuts,234.9,159.551212,Cinnabon,01/12/15,2002474,"Pecans Pieces, Med, Oil Roasted & Salted, 30LB",Contract,01/02/16,1175336.77,Processed Produce & Nuts,Nuts
PPI Seeds and Nuts,237.7595,186.94698,Cinnabon,01/01/16,2002474,"PECAN PIECES, MED, OIL ROASTED & SALTED, 30 LB",Contract,01/12/16,1184221.89,Processed Produce & Nuts,Nuts
PPI Seeds and Nuts,238.7405,190.338648,Cinnabon,01/02/16,2002474,"PECAN PIECES, MED, OIL ROASTED & SALTED, 30 LB",Contract,01/12/16,1184221.89,Processed Produce & Nuts,Nuts
PPI Seeds and Nuts,238.8547,205.207416,Cinnabon,01/03/16,2002474,"PECAN PIECES, MED, OIL ROASTED & SALTED, 30 LB",Contract,01/12/16,1184221.89,Processed Produce & Nuts,Nuts
PPI Seeds and Nuts,238.7891,204.552279,Cinnabon,01/04/16,2002474,"PECAN PIECES, MED, OIL ROASTED & SALTED, 30 LB",Contract,01/12/16,1184221.89,Processed Produce & Nuts,Nuts
Corn,429.3,63.092157,Dream Dinners,01/01/14,2923079,CHICKEN BRST BNL/SKL FIL RAW,Contract,01/04/15,1584749.45,Protein,Chicken - Fresh
Corn,445.8125,58.846086,Dream Dinners,01/02/14,2923079,CHICKEN BRST BNL/SKL FIL RAW,Contract,01/04/15,1584749.45,Protein,Chicken - Fresh
Corn,479.4375,58.334696,Dream Dinners,01/03/14,2923079,CHICKEN BRST BNL/SKL FIL RAW,Contract,01/04/15,1584749.45,Protein,Chicken - Fresh
Corn,498.1875,57.677106,Dream Dinners,01/04/14,2923079,CHICKEN BRST BNL/SKL FIL RAW,Contract,01/04/15,1584749.45,Protein,Chicken - Fresh
Corn,491.62,56.295102,Dream Dinners,01/05/14,2923079,CHICKEN BRST BNL/SKL FIL RAW,Contract,01/04/15,1584749.45,Protein,Chicken - Fresh
Corn,450.5,56.071439,Dream Dinners,01/06/14,2923079,CHICKEN BRST BNL/SKL FIL RAW,Contract,01/04/15,1584749.45,Protein,Chicken - Fresh
Corn,387.6,61.531678,Dream Dinners,01/07/14,2923079,CHICKEN BRST BNL/SKL FIL RAW,Contract,01/04/15,1584749.45,Protein,Chicken - Fresh
Corn,359.0625,65.116122,Dream Dinners,01/08/14,2923079,CHICKEN BRST BNL/SKL FIL RAW,Contract,01/04/15,1584749.45,Protein,Chicken - Fresh
Corn,341.975,66.661143,Dream Dinners,01/09/14,2923079,CHICKEN BRST BNL/SKL FIL RAW,Contract,01/04/15,1584749.45,Protein,Chicken - Fresh
Corn,343.1,70.233221,Dream Dinners,01/10/14,2923079,CHICKEN BRST BNL/SKL FIL RAW,Contract,01/04/15,1584749.45,Protein,Chicken - Fresh
